,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,Season,avg_temp
13159,1277,Onion,2006,321132,1083,Whole Year ,26.94
13160,7381,Potato,2006,321132,1083,Whole Year ,24.98
13161,356,Sugarcane,2006,321132,1083,Whole Year ,27.15
13162,644,Sweet potato,2006,321132,1083,Whole Year ,27.15
13163,406,Tapioca,2006,321132,1083,Whole Year ,26.28
13164,37,Tobacco,2006,19125,1083,Whole Year ,26.34
13165,1210,Turmeric,2006,19125,1083,Whole Year ,27.28
13166,74406,Rice,2006,19125,1083,Winter     ,26.39
13167,27987,Paddy,2006,19125,1083,Autumn     ,24.72
13168,27987,Rice,2006,19125,1083,Autumn     ,25.42
13169,301,Arhar/Tur,2006,19125,1083,Kharif     ,26.04
13170,14,Castor seed,2006,19125,1083,Kharif     ,26.37
13171,5,Cotton(lint),2006,19125,1083,Kharif     ,26.99
13172,6151,Jute,2006,19125,1083,Kharif     ,27.47
13173,58,Maize,2006,19125,1083,Kharif     ,25.78
13174,242,Mesta,2006,19125,1083,Kharif     ,26.43
13175,1757,Niger seed,2006,19125,1083,Kharif     ,25.85
13176,46,Orange,2006,19125,1083,Kharif     ,24.72
13177,488,Papaya,2006,19125,1083,Kharif     ,26.37
13178,799,Sesamum,2006,19125,1083,Kharif     ,26.37
13179,658,Small millets,2006,19125,1083,Kharif     ,26.13
13180,28,Tapioca,2006,19125,1083,Kharif     ,25.31
13181,32,Tobacco,2006,19125,1083,Kharif     ,26.94
13182,3351,Arecanut,2006,19125,1083,Rabi       ,24.98
13183,46,Black pepper,2006,19125,1083,Rabi       ,27.15
13184,3006,Dry chillies,2006,19125,1083,Rabi       ,27.15
13185,725,Ginger,2006,19125,1083,Rabi       ,26.28
13186,114,Gram,2006,185920,1083,Rabi       ,26.34
13187,1888,Linseed,2006,185920,1083,Rabi       ,27.28
13188,4970,Masoor,2006,185920,1083,Rabi       ,26.39
13189,374,Moong(Green Gram),2006,185920,1083,Rabi       ,24.72
13190,1521,Peas & beans (Pulses),2006,185920,1083,Rabi       ,25.42
13191,236,Pineapple,2006,185920,1083,Rabi       ,26.04
13192,16500,Rapeseed &Mustard,2006,185920,1083,Rabi       ,26.37
13193,653,Sweet potato,2006,185920,1083,Rabi       ,26.99
13194,5438,Urad,2006,185920,1083,Rabi       ,27.47
13195,6924,Wheat,2006,185920,1083,Rabi       ,25.78
13196,51708,Paddy,2006,185920,1083,Summer     ,26.43
13197,51708,Rice,2006,185920,1083,Summer     ,25.85
13198,2469,Banana,2006,185920,1083,Whole Year ,24.72
13199,1941,Coconut ,2006,185920,1083,Whole Year ,26.37
13200,1284,Onion,2006,185920,1083,Whole Year ,26.37
13201,8049,Potato,2006,185920,1083,Whole Year ,26.13
13202,380,Sugarcane,2006,185920,1083,Whole Year ,25.31
13203,1208,Turmeric,2006,185920,1083,Whole Year ,26.94
13204,78281,Paddy,2006,185920,1083,Winter     ,24.98
13205,78281,Rice,2006,185920,1083,Winter     ,27.15
13206,6346,Paddy,2006,185920,1083,Autumn     ,27.15
13207,6346,Rice,2006,185920,1083,Autumn     ,26.28
13208,273,Arhar/Tur,2006,31759,1083,Kharif     ,26.34
13209,14,Castor seed,2006,31759,1083,Kharif     ,27.28
13210,8,Cotton(lint),2006,31759,1083,Kharif     ,26.39
13211,1294,Jute,2006,31759,1083,Kharif     ,24.72
13212,63,Maize,2006,31759,1083,Kharif     ,25.42
13213,70,Mesta,2006,31759,1083,Kharif     ,26.04
13214,1765,Niger seed,2006,31759,1083,Kharif     ,26.37
13215,48,Orange,2006,31759,1083,Kharif     ,26.99
13216,435,Papaya,2006,31759,1083,Kharif     ,27.47
13217,796,Sesamum,2006,31759,1083,Kharif     ,25.78
13218,572,Small millets,2006,31759,1083,Kharif     ,26.43
13219,22,Tapioca,2006,31759,1083,Kharif     ,25.85
13220,13,Tobacco,2006,31759,1083,Kharif     ,24.72
13221,3365,Arecanut,2006,31759,1083,Rabi       ,26.37
13222,46,Black pepper,2006,31759,1083,Rabi       ,26.37
13223,2975,Dry chillies,2006,31759,1083,Rabi       ,26.13
13224,687,Ginger,2006,31759,1083,Rabi       ,25.31
13225,99,Gram,2006,31759,1083,Rabi       ,26.94
13226,1827,Linseed,2006,31759,1083,Rabi       ,24.98
13227,4905,Masoor,2006,31759,1083,Rabi       ,27.15
13228,402,Moong(Green Gram),2006,31759,1083,Rabi       ,27.15
13229,1565,Peas & beans (Pulses),2006,31759,1083,Rabi       ,26.28
13230,140,Pineapple,2006,8803,1083,Rabi       ,26.34
13231,18005,Rapeseed &Mustard,2006,8803,1083,Rabi       ,27.28
13232,626,Sweet potato,2006,8803,1083,Rabi       ,26.39
13233,5424,Urad,2006,8803,1083,Rabi       ,24.72
13234,6318,Wheat,2006,8803,1083,Rabi       ,25.42
13235,52921,Rice,2006,8803,1083,Summer     ,26.04
13236,2280,Banana,2006,8803,1083,Whole Year ,26.37
13237,1945,Coconut ,2006,8803,1083,Whole Year ,26.99
13238,1258,Onion,2006,8803,1083,Whole Year ,27.47
13239,7885,Potato,2006,8803,1083,Whole Year ,25.78
13240,342,Sugarcane,2006,8803,1083,Whole Year ,26.43
13241,1071,Turmeric,2006,8803,1083,Whole Year ,25.85
13242,66597,Paddy,2006,8803,1083,Winter     ,24.72
13243,66597,Rice,2006,8803,1083,Winter     ,26.37
13244,19191,Paddy,2006,8803,1083,Autumn     ,26.37
13245,19191,Rice,2006,8803,1083,Autumn     ,26.13
13246,213,Arhar/Tur,2006,8803,1083,Kharif     ,25.31
13247,14,Castor seed,2006,8803,1083,Kharif     ,26.94
13248,8,Cotton(lint),2006,8803,1083,Kharif     ,24.98
13249,5829,Jute,2006,8803,1083,Kharif     ,27.15
13250,67,Maize,2006,8803,1083,Kharif     ,27.15
13251,169,Mesta,2006,8803,1083,Kharif     ,26.28
13252,1678,Niger seed,2006,10628,1083,Kharif     ,26.34
13253,49,Orange,2006,10628,1083,Kharif     ,27.28
13254,448,Papaya,2006,10628,1083,Kharif     ,26.39
13255,771,Sesamum,2006,10628,1083,Kharif     ,24.72
13256,515,Small millets,2006,10628,1083,Kharif     ,25.42
13257,19,Tapioca,2006,10628,1083,Kharif     ,26.04
13258,9,Tobacco,2006,10628,1083,Kharif     ,26.37
13259,3321,Arecanut,2006,10628,1083,Rabi       ,26.99
13260,47,Black pepper,2006,10628,1083,Rabi       ,27.47
13261,2938,Dry chillies,2006,10628,1083,Rabi       ,25.78
13262,667,Ginger,2006,10628,1083,Rabi       ,26.43
13263,83,Gram,2006,10628,1083,Rabi       ,25.85
13264,1688,Linseed,2006,10628,1083,Rabi       ,24.72
13265,4963,Masoor,2006,10628,1083,Rabi       ,26.37
13266,378,Moong(Green Gram),2006,10628,1083,Rabi       ,26.37
13267,1435,Peas & beans (Pulses),2006,10628,1083,Rabi       ,26.13
13268,153,Pineapple,2006,10628,1083,Rabi       ,25.31
13269,18601,Rapeseed &Mustard,2006,10628,1083,Rabi       ,26.94
13270,579,Sweet potato,2006,10628,1083,Rabi       ,24.98
13271,5333,Urad,2006,10628,1083,Rabi       ,27.15
13272,5888,Wheat,2006,10628,1083,Rabi       ,27.15
13273,47877,Paddy,2006,10628,1083,Summer     ,26.28
13274,47877,Rice,2006,86849,1083,Summer     ,26.34
13275,2395,Banana,2006,86849,1083,Whole Year ,27.28
13276,1930,Coconut ,2006,86849,1083,Whole Year ,26.39
13277,1249,Onion,2006,86849,1083,Whole Year ,24.72
13278,8117,Potato,2006,86849,1083,Whole Year ,25.42
13279,364,Sugarcane,2006,86849,1083,Whole Year ,26.04
13280,1072,Turmeric,2006,86849,1083,Whole Year ,26.37
13281,67630,Paddy,2006,86849,1083,Winter     ,26.99
13282,67630,Rice,2006,86849,1083,Winter     ,27.47
13283,17551,Paddy,2006,86849,1083,Autumn     ,25.78
13284,17551,Rice,2006,86849,1083,Autumn     ,26.43
13285,231,Arhar/Tur,2006,86849,1083,Kharif     ,25.85
13286,13,Castor seed,2006,86849,1083,Kharif     ,24.72
13287,5,Cotton(lint),2006,86849,1083,Kharif     ,26.37
13288,6725,Jute,2006,86849,1083,Kharif     ,26.37
13289,70,Maize,2006,86849,1083,Kharif     ,26.13
13290,174,Mesta,2006,86849,1083,Kharif     ,25.31
13291,1620,Niger seed,2006,86849,1083,Kharif     ,26.94
13292,53,Orange,2006,86849,1083,Kharif     ,24.98
13293,454,Papaya,2006,86849,1083,Kharif     ,27.15
13294,766,Sesamum,2006,86849,1083,Kharif     ,27.15
13295,514,Small millets,2006,86849,1083,Kharif     ,26.28
13296,20,Tapioca,2006,26188,1083,Kharif     ,26.34
13297,5,Tobacco,2006,26188,1083,Kharif     ,27.28
13298,43,Black pepper,2006,26188,1083,Rabi       ,26.39
13299,2941,Dry chillies,2006,26188,1083,Rabi       ,24.72
13300,678,Ginger,2006,26188,1083,Rabi       ,25.42
13301,83,Gram,2006,26188,1083,Rabi       ,26.04
13302,1665,Linseed,2006,26188,1083,Rabi       ,26.37
13303,4965,Masoor,2006,26188,1083,Rabi       ,26.99
13304,385,Moong(Green Gram),2006,26188,1083,Rabi       ,27.47
13305,1427,Peas & beans (Pulses),2006,26188,1083,Rabi       ,25.78
13306,140,Pineapple,2006,26188,1083,Rabi       ,26.43
13307,18263,Rapeseed &Mustard,2006,26188,1083,Rabi       ,25.85
13308,570,Sweet potato,2006,26188,1083,Rabi       ,24.72
13309,5412,Urad,2006,26188,1083,Rabi       ,26.37
13310,5535,Wheat,2006,26188,1083,Rabi       ,26.37
13311,49261,Paddy,2006,26188,1083,Summer     ,26.13
13312,49261,Rice,2006,26188,1083,Summer     ,25.31
13313,2531,Banana,2006,26188,1083,Whole Year ,26.94
13314,1272,Onion,2006,26188,1083,Whole Year ,24.98
13315,8358,Potato,2006,26188,1083,Whole Year ,27.15
13316,394,Sugarcane,2006,26188,1083,Whole Year ,27.15
13317,1053,Turmeric,2006,26188,1083,Whole Year ,26.28
13318,69154,Paddy,2007,322204,1083,Winter     ,26
13319,69154,Rice,2007,322204,1083,Winter     ,27.51
13320,29514,Rice,2007,322204,1083,Autumn     ,25.98
13321,168,Arhar/Tur,2007,322204,1083,Kharif     ,24.6
13322,11,Cotton(lint),2007,322204,1083,Kharif     ,25.46
13323,5925,Jute,2007,322204,1083,Kharif     ,25.95
13324,375,Maize,2007,322204,1083,Kharif     ,26.15
13325,780,Mesta,2007,322204,1083,Kharif     ,26.58
13326,986,Small millets,2007,322204,1083,Kharif     ,27.55
13327,215,Sugarcane,2007,322204,1083,Kharif     ,25.66
13328,37,Gram,2007,322204,1083,Rabi       ,26.27
13329,749,Linseed,2007,322204,1083,Rabi       ,25.44
13330,4168,Other  Rabi pulses,2007,322204,1083,Rabi       ,24.6
13331,13347,Rapeseed &Mustard,2007,322204,1083,Rabi       ,26.39
13332,5397,Wheat,2007,322204,1083,Rabi       ,26.15
13333,6366,Rice,2007,322204,1083,Summer     ,25.59
13334,2950,Arecanut,2007,322204,1083,Whole Year ,25.58
13335,468,Coconut ,2007,322204,1083,Whole Year ,27.23
13336,818,Dry chillies,2007,322204,1083,Whole Year ,24.59
13337,353,Niger seed,2007,322204,1083,Whole Year ,27.31
13338,327,Onion,2007,322204,1083,Whole Year ,27.31
13339,2720,Potato,2007,322204,1083,Whole Year ,25.82
13340,1029,Sesamum,2007,23352,1083,Whole Year ,26
13341,390,Sweet potato,2007,23352,1083,Whole Year ,27.51
13342,130,Tapioca,2007,23352,1083,Whole Year ,25.98
13343,516,Turmeric,2007,23352,1083,Whole Year ,24.6
13344,56841,Rice,2007,23352,1083,Winter     ,25.46
13345,33335,Rice,2007,23352,1083,Autumn     ,25.95
13346,200,Arhar/Tur,2007,23352,1083,Kharif     ,26.15
13347,43,Castor seed,2007,23352,1083,Kharif     ,26.58
13348,10,Cotton(lint),2007,23352,1083,Kharif     ,27.55
13349,4831,Jute,2007,23352,1083,Kharif     ,25.66
13350,365,Maize,2007,23352,1083,Kharif     ,26.27
13351,669,Mesta,2007,23352,1083,Kharif     ,25.44
13352,308,Niger seed,2007,23352,1083,Kharif     ,24.6
13353,918,Sesamum,2007,23352,1083,Kharif     ,26.39
13354,851,Small millets,2007,23352,1083,Kharif     ,26.15
13355,40,Gram,2007,23352,1083,Rabi       ,25.59
13356,599,Linseed,2007,23352,1083,Rabi       ,25.58
13357,4532,Other  Rabi pulses,2007,23352,1083,Rabi       ,27.23
13358,14859,Rapeseed &Mustard,2007,23352,1083,Rabi       ,24.59
13359,5231,Wheat,2007,23352,1083,Rabi       ,27.31
13360,6795,Rice,2007,23352,1083,Summer     ,27.31
13361,2970,Arecanut,2007,23352,1083,Whole Year ,25.82
13362,882,Banana,2007,164101,1083,Whole Year ,26
13363,482,Coconut ,2007,164101,1083,Whole Year ,27.51
13364,695,Dry chillies,2007,164101,1083,Whole Year ,25.98
13365,357,Onion,2007,164101,1083,Whole Year ,24.6
13366,2508,Potato,2007,164101,1083,Whole Year ,25.46
13367,227,Sugarcane,2007,164101,1083,Whole Year ,25.95
13368,380,Sweet potato,2007,164101,1083,Whole Year ,26.15
13369,115,Tapioca,2007,164101,1083,Whole Year ,26.58
13370,54,Tobacco,2007,164101,1083,Whole Year ,27.55
13371,500,Turmeric,2007,164101,1083,Whole Year ,25.66
13372,56133,Rice,2007,164101,1083,Winter     ,26.27
13373,32940,Rice,2007,164101,1083,Autumn     ,25.44
13374,210,Arhar/Tur,2007,164101,1083,Kharif     ,24.6
13375,41,Castor seed,2007,164101,1083,Kharif     ,26.39
13376,11,Cotton(lint),2007,164101,1083,Kharif     ,26.15
13377,4735,Jute,2007,164101,1083,Kharif     ,25.59
13378,372,Maize,2007,164101,1083,Kharif     ,25.58
13379,689,Mesta,2007,164101,1083,Kharif     ,27.23
13380,306,Niger seed,2007,164101,1083,Kharif     ,24.59
13381,844,Sesamum,2007,164101,1083,Kharif     ,27.31
13382,851,Small millets,2007,164101,1083,Kharif     ,27.31
13383,47,Gram,2007,164101,1083,Rabi       ,25.82
13384,585,Linseed,2007,32924,1083,Rabi       ,26
13385,4407,Other  Rabi pulses,2007,32924,1083,Rabi       ,27.51
13386,14792,Rapeseed &Mustard,2007,32924,1083,Rabi       ,25.98
13387,5273,Wheat,2007,32924,1083,Rabi       ,24.6
13388,8414,Rice,2007,32924,1083,Summer     ,25.46
13389,3132,Arecanut,2007,32924,1083,Whole Year ,25.95
13390,899,Banana,2007,32924,1083,Whole Year ,26.15
13391,530,Coconut ,2007,32924,1083,Whole Year ,26.58
13392,674,Dry chillies,2007,32924,1083,Whole Year ,27.55
13393,359,Onion,2007,32924,1083,Whole Year ,25.66
13394,2560,Potato,2007,32924,1083,Whole Year ,26.27
13395,195,Sugarcane,2007,32924,1083,Whole Year ,25.44
13396,373,Sweet potato,2007,32924,1083,Whole Year ,24.6
13397,119,Tapioca,2007,32924,1083,Whole Year ,26.39
13398,51,Tobacco,2007,32924,1083,Whole Year ,26.15
13399,507,Turmeric,2007,32924,1083,Whole Year ,25.59
13400,57620,Rice,2007,32924,1083,Winter     ,25.58
13401,33157,Rice,2007,32924,1083,Autumn     ,27.23
13402,227,Arhar/Tur,2007,32924,1083,Kharif     ,24.59
13403,37,Castor seed,2007,32924,1083,Kharif     ,27.31
13404,10,Cotton(lint),2007,32924,1083,Kharif     ,27.31
13405,4071,Jute,2007,32924,1083,Kharif     ,25.82
13406,375,Maize,2007,8443,1083,Kharif     ,26
13407,665,Mesta,2007,8443,1083,Kharif     ,27.51
13408,312,Niger seed,2007,8443,1083,Kharif     ,25.98
13409,678,Sesamum,2007,8443,1083,Kharif     ,24.6
13410,853,Small millets,2007,8443,1083,Kharif     ,25.46
13411,47,Gram,2007,8443,1083,Rabi       ,25.95
13412,534,Linseed,2007,8443,1083,Rabi       ,26.15
13413,4461,Other  Rabi pulses,2007,8443,1083,Rabi       ,26.58
13414,15429,Rapeseed &Mustard,2007,8443,1083,Rabi       ,27.55
13415,4750,Wheat,2007,8443,1083,Rabi       ,25.66
13416,9931,Rice,2007,8443,1083,Summer     ,26.27
13417,3020,Arecanut,2007,8443,1083,Whole Year ,25.44
13418,867,Banana,2007,8443,1083,Whole Year ,24.6
13419,598,Coconut ,2007,8443,1083,Whole Year ,26.39
13420,679,Dry chillies,2007,8443,1083,Whole Year ,26.15
13421,366,Onion,2007,8443,1083,Whole Year ,25.59
13422,2985,Potato,2007,8443,1083,Whole Year ,25.58
13423,206,Sugarcane,2007,8443,1083,Whole Year ,27.23
13424,375,Sweet potato,2007,8443,1083,Whole Year ,24.59
13425,126,Tapioca,2007,8443,1083,Whole Year ,27.31
13426,45,Tobacco,2007,8443,1083,Whole Year ,27.31
13427,514,Turmeric,2007,8443,1083,Whole Year ,25.82
13428,57625,Rice,2007,12351,1083,Winter     ,26
13429,33306,Rice,2007,12351,1083,Autumn     ,27.51
13430,255,Arhar/Tur,2007,12351,1083,Kharif     ,25.98
13431,36,Castor seed,2007,12351,1083,Kharif     ,24.6
13432,14,Cotton(lint),2007,12351,1083,Kharif     ,25.46
13433,3895,Jute,2007,12351,1083,Kharif     ,25.95
13434,394,Maize,2007,12351,1083,Kharif     ,26.15
13435,635,Mesta,2007,12351,1083,Kharif     ,26.58
13436,399,Niger seed,2007,12351,1083,Kharif     ,27.55
13437,681,Sesamum,2007,12351,1083,Kharif     ,25.66
13438,856,Small millets,2007,12351,1083,Kharif     ,26.27
13439,38,Gram,2007,12351,1083,Rabi       ,25.44
13440,580,Linseed,2007,12351,1083,Rabi       ,24.6
13441,1142,Masoor,2007,12351,1083,Rabi       ,26.39
13442,273,Moong(Green Gram),2007,12351,1083,Rabi       ,26.15
13443,4684,Other  Rabi pulses,2007,12351,1083,Rabi       ,25.59
13444,363,Peas & beans (Pulses),2007,12351,1083,Rabi       ,25.58
13445,15360,Rapeseed &Mustard,2007,12351,1083,Rabi       ,27.23
13446,2680,Urad,2007,12351,1083,Rabi       ,24.59
13447,5844,Wheat,2007,12351,1083,Rabi       ,27.31
13448,9967,Rice,2007,12351,1083,Summer     ,27.31
13449,3034,Arecanut,2007,12351,1083,Whole Year ,25.82
13450,892,Banana,2007,86976,1083,Whole Year ,26
13451,633,Coconut ,2007,86976,1083,Whole Year ,27.51
13452,686,Dry chillies,2007,86976,1083,Whole Year ,25.98
13453,368,Onion,2007,86976,1083,Whole Year ,24.6
13454,3093,Potato,2007,86976,1083,Whole Year ,25.46
13455,211,Sugarcane,2007,86976,1083,Whole Year ,25.95
13456,346,Sweet potato,2007,86976,1083,Whole Year ,26.15
13457,140,Tapioca,2007,86976,1083,Whole Year ,26.58
13458,45,Tobacco,2007,86976,1083,Whole Year ,27.55
13459,527,Turmeric,2007,86976,1083,Whole Year ,25.66
13460,57795,Rice,2007,86976,1083,Winter     ,26.27
13461,33750,Rice,2007,86976,1083,Autumn     ,25.44
13462,269,Arhar/Tur,2007,86976,1083,Kharif     ,24.6
13463,31,Castor seed,2007,86976,1083,Kharif     ,26.39
13464,13,Cotton(lint),2007,86976,1083,Kharif     ,26.15
13465,3610,Jute,2007,86976,1083,Kharif     ,25.59
13466,407,Maize,2007,86976,1083,Kharif     ,25.58
13467,584,Mesta,2007,86976,1083,Kharif     ,27.23
13468,451,Niger seed,2007,86976,1083,Kharif     ,24.59
13469,613,Sesamum,2007,86976,1083,Kharif     ,27.31
13470,782,Small millets,2007,86976,1083,Kharif     ,27.31
13471,47,Gram,2007,86976,1083,Rabi       ,25.82
13472,502,Linseed,2007,27079,1083,Rabi       ,26
13473,1991,Masoor,2007,27079,1083,Rabi       ,27.51
13474,330,Moong(Green Gram),2007,27079,1083,Rabi       ,25.98
13475,6158,Other  Rabi pulses,2007,27079,1083,Rabi       ,24.6
13476,400,Peas & beans (Pulses),2007,27079,1083,Rabi       ,25.46
13477,13987,Rapeseed &Mustard,2007,27079,1083,Rabi       ,25.95
13478,2810,Urad,2007,27079,1083,Rabi       ,26.15
13479,5830,Wheat,2007,27079,1083,Rabi       ,26.58
13480,9527,Rice,2007,27079,1083,Summer     ,27.55
13481,3012,Arecanut,2007,27079,1083,Whole Year ,25.66
13482,906,Banana,2007,27079,1083,Whole Year ,26.27
13483,661,Coconut ,2007,27079,1083,Whole Year ,25.44
13484,848,Dry chillies,2007,27079,1083,Whole Year ,24.6
13485,353,Onion,2007,27079,1083,Whole Year ,26.39
13486,116,Orange,2007,27079,1083,Whole Year ,26.15
13487,255,Papaya,2007,27079,1083,Whole Year ,25.59
13488,299,Pineapple,2007,27079,1083,Whole Year ,25.58
13489,3337,Potato,2007,27079,1083,Whole Year ,27.23
13490,141,Sugarcane,2007,27079,1083,Whole Year ,24.59
13491,327,Sweet potato,2007,27079,1083,Whole Year ,27.31
13492,155,Tapioca,2007,27079,1083,Whole Year ,27.31
13493,49,Tobacco,2007,27079,1083,Whole Year ,25.82
13494,710,Turmeric,2008,335407,1083,Whole Year ,25.57
13495,59640,Rice,2008,335407,1083,Winter     ,27.05
13496,34213,Rice,2008,335407,1083,Autumn     ,25.78
13497,239,Arhar/Tur,2008,335407,1083,Kharif     ,24.25
13498,34,Castor seed,2008,335407,1083,Kharif     ,25.35
13499,15,Cotton(lint),2008,335407,1083,Kharif     ,25.65
13500,3440,Jute,2008,335407,1083,Kharif     ,25.68
13501,359,Maize,2008,335407,1083,Kharif     ,26.52
13502,607,Mesta,2008,335407,1083,Kharif     ,27.45
13503,441,Niger seed,2008,335407,1083,Kharif     ,25.3
13504,611,Sesamum,2008,335407,1083,Kharif     ,25.88
13505,843,Small millets,2008,335407,1083,Kharif     ,25.11
13506,38,Gram,2008,335407,1083,Rabi       ,24.25
13507,603,Linseed,2008,335407,1083,Rabi       ,26.19
13508,2130,Masoor,2008,335407,1083,Rabi       ,25.68
13509,303,Moong(Green Gram),2008,335407,1083,Rabi       ,25.56
13510,609,other misc. pulses,2008,335407,1083,Rabi       ,25.23
13511,428,Peas & beans (Pulses),2008,335407,1083,Rabi       ,26.51
13512,13300,Rapeseed &Mustard,2008,335407,1083,Rabi       ,24.51
13513,2795,Urad,2008,335407,1083,Rabi       ,26.83
13514,5770,Wheat,2008,335407,1083,Rabi       ,26.83
13515,9569,Rice,2008,335407,1083,Summer     ,25.66
13516,3385,Arecanut,2008,24140,1083,Whole Year ,25.57
13517,942,Banana,2008,24140,1083,Whole Year ,27.05
13518,718,Coconut ,2008,24140,1083,Whole Year ,25.78
13519,850,Dry chillies,2008,24140,1083,Whole Year ,24.25
13520,337,Onion,2008,24140,1083,Whole Year ,25.35
13521,162,Orange,2008,24140,1083,Whole Year ,25.65
13522,254,Papaya,2008,24140,1083,Whole Year ,25.68
13523,294,Pineapple,2008,24140,1083,Whole Year ,26.52
13524,3322,Potato,2008,24140,1083,Whole Year ,27.45
13525,210,Sugarcane,2008,24140,1083,Whole Year ,25.3
13526,249,Sweet potato,2008,24140,1083,Whole Year ,25.88
13527,217,Tapioca,2008,24140,1083,Whole Year ,25.11
13528,49,Tobacco,2008,24140,1083,Whole Year ,24.25
13529,718,Turmeric,2008,24140,1083,Whole Year ,26.19
13530,58844,Rice,2008,24140,1083,Winter     ,25.68
13531,34147,Rice,2008,24140,1083,Autumn     ,25.56
13532,227,Arhar/Tur,2008,24140,1083,Kharif     ,25.23
13533,41,Castor seed,2008,24140,1083,Kharif     ,26.51
13534,7,Cotton(lint),2008,24140,1083,Kharif     ,24.51
13535,3002,Jute,2008,24140,1083,Kharif     ,26.83
13536,589,Mesta,2008,24140,1083,Kharif     ,26.83
13537,441,Niger seed,2008,24140,1083,Kharif     ,25.66
13538,583,Sesamum,2008,192973,1083,Kharif     ,25.57
13539,822,Small millets,2008,192973,1083,Kharif     ,27.05
13540,35,Gram,2008,192973,1083,Rabi       ,25.78
13541,529,Linseed,2008,192973,1083,Rabi       ,24.25
13542,2473,Masoor,2008,192973,1083,Rabi       ,25.35
13543,282,Moong(Green Gram),2008,192973,1083,Rabi       ,25.65
13544,6804,Other  Rabi pulses,2008,192973,1083,Rabi       ,25.68
13545,456,Peas & beans (Pulses),2008,192973,1083,Rabi       ,26.52
13546,13343,Rapeseed &Mustard,2008,192973,1083,Rabi       ,27.45
13547,2718,Urad,2008,192973,1083,Rabi       ,25.3
13548,6086,Wheat,2008,192973,1083,Rabi       ,25.88
13549,9997,Rice,2008,192973,1083,Summer     ,25.11
13550,694,Coconut ,2008,192973,1083,Whole Year ,24.25
13551,885,Dry chillies,2008,192973,1083,Whole Year ,26.19
13552,348,Onion,2008,192973,1083,Whole Year ,25.68
